0,1,2,3,4,5,6,7,8,9,10,11,12,13
"S.
No",State/UT,Offences affecting the Human Body,,,,,,,,,,,
,,Murder (Sec.302 IPC),,,"Culpable Homicide not
amounting to Murder
(Sec.304 IPC)",,,Causing Death by Negligence,,,,,
,,,,,,,,"Causing Death by Negligence
(Sec.304-A IPC) (Total)",,,,,
32 D&N Haveli 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
33 Daman & Diu 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
34 Delhi 18 18 0.2 1 1 0.0 558 558 6.1,,,,,,,,,,,,,
35 Lakshadweep 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
36 Puducherry 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
"TOTAL UT(S) 31 31 0.3 1 1 0.0 572 572 5.2
TOTAL ALL INDIA 730 749 0.1 707 758 0.1 19124 19351 3.0",,,,,,,,,,,,,
"S.
No",State/UT,Offences affecting the Human Body,,,,,,,,,,,
,,Assault on Women with Intent to Outrage her Modesty,,,,,,,,,,,
,,"Assault or use of Criminal
Force on women with intent to
Disrobe (Sec.354B IPC)",,,Voyeurism (Sec.354C IPC),,,Stalking (Sec.354D IPC),,,,,
,,I,V,R,I,V,R,I,V,R,,,
1,2,120,121,122,123,124,125,126,127,128,,,
STATES:,,,,,,,,,,,,,
1 Andhra Pradesh 251 255 1.0 111 111 0.4 811 812 3.1,,,,,,,,,,,,,
2 Arunachal Pradesh 0 0 0.0 3 3 0.4 4 4 0.6,,,,,,,,,,,,,
3 Assam 854 854 5.1 116 116 0.7 250 250 1.5,,,,,,,,,,,,,
4 Bihar 23 23 0.0 3 3 0.0 17 17 0.0,,,,,,,,,,,,,
5 Chhattisgarh 49 49 0.3 13 13 0.1 163 163 1.1,,,,,,,,,,,,,
6 Goa 4 4 0.5 1 1 0.1 22 23 2.9,,,,,,,,,,,,,
7 Gujarat 61 61 0.2 22 22 0.1 115 115 0.4,,,,,,,,,,,,,
8 Haryana 413 413 3.1 35 35 0.3 509 510 3.8,,,,,,,,,,,,,
9 Himachal Pradesh 19 20 0.5 12 12 0.3 121 121 3.4,,,,,,,,,,,,,
10 Jammu & Kashmir 40 40 0.6 1 1 0.0 24 24 0.4,,,,,,,,,,,,,
11 Jharkhand 250 250 1.4 5 5 0.0 21 21 0.1,,,,,,,,,,,,,
12 Karnataka 983 1014 3.0 38 38 0.1 148 148 0.5,,,,,,,,,,,,,
13 Kerala 101 101 0.6 123 126 0.7 243 245 1.3,,,,,,,,,,,,,
14 Madhya Pradesh 105 105 0.3 163 163 0.4 1254 1255 3.2,,,,,,,,,,,,,
15 Maharashtra 478 482 0.8 252 252 0.4 2081 2088 3.6,,,,,,,,,,,,,
16 Manipur 10 10 0.7 0 0 0.0 4 4 0.3,,,,,,,,,,,,,
17 Meghalaya 1 1 0.1 0 0 0.0 7 7 0.4,,,,,,,,,,,,,
18 Mizoram 9 9 1.5 1 1 0.2 2 3 0.3,,,,,,,,,,,,,
19 Nagaland 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
20 Odisha 2536 2538 11.4 86 86 0.4 281 281 1.3,,,,,,,,,,,,,
21 Punjab 122 123 0.9 14 14 0.1 111 116 0.8,,,,,,,,,,,,,
22 Rajasthan 367 367 1.0 35 35 0.1 227 228 0.6,,,,,,,,,,,,,
23 Sikkim 0 0 0.0 0 0 0.0 4 4 1.3,,,,,,,,,,,,,
24 Tamil Nadu 27 27 0.1 15 15 0.0 35 35 0.1,,,,,,,,,,,,,
25 Telangana 160 162 0.9 97 97 0.5 1459 1459 7.9,,,,,,,,,,,,,
26 Tripura 47 47 2.4 0 0 0.0 1 1 0.1,,,,,,,,,,,,,
27 Uttar Pradesh 1796 1837 1.7 122 122 0.1 727 728 0.7,,,,,,,,,,,,,
28 Uttarakhand 11 11 0.2 2 2 0.0 13 13 0.2,,,,,,,,,,,,,
29 West Bengal 746 751 1.6 86 86 0.2 311 311 0.7,,,,,,,,,,,,,
TOTAL STATE(S) 9463 9554 1.5 1356 1359 0.2 8965 8986 1.4,,,,,,,,,,,,,
UNION TERRITORIES:,,,,,,,,,,,,,
30 A&N Islands 1 1 0.5 2 2 1.1 0 0 0.0,,,,,,,,,,,,,
31 Chandigarh 11 11 2.1 1 1 0.2 32 32 6.0,,,,,,,,,,,,,
32 D&N Haveli 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
33 Daman & Diu 0 0 0.0 0 0 0.0 1 1 0.8,,,,,,,,,,,,,
34 Delhi 474 477 5.2 34 34 0.4 440 441 4.8,,,,,,,,,,,,,
35 Lakshadweep 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
36 Puducherry 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
"TOTAL UT(S) 486 489 4.4 37 37 0.3 473 474 4.3
TOTAL ALL INDIA 9949 10043 1.5 1393 1396 0.2 9438 9460 1.5",,,,,,,,,,,,,
"S.
No",State/UT,Offences affecting the Human Body,,,,,,,,,,,
,,Kidnapping and Abduction,,,,,,,,,,,
,,"Kidnapping and Abduction
(Total)",,,Kidnapping and Abduction (Sec.363 IPC),,,,,,,,
,,,,,"Kidnapping and Abduction
(Sec.363 IPC)",,,"A) Missing Children Deemed as
Kidnapped",,,,,
,,I,V,R,I,V,R,I,V,R,,,
1,2,129,130,131,132,133,134,135,136,137,,,
STATES:,,,,,,,,,,,,,
1 Andhra Pradesh 1055 1173 2.0 695 791 1.3 82 82 0.5,,,,,,,,,,,,,
2 Arunachal Pradesh 135 150 9.0 75 83 5.0 24 25 5.1,,,,,,,,,,,,,
3 Assam 8966 9600 26.3 2598 2789 7.6 657 657 5.5,,,,,,,,,,,,,
4 Bihar 9935 9992 8.4 1965 1970 1.7 1219 1223 2.7,,,,,,,,,,,,,
5 Chhattisgarh 2443 2514 8.6 1924 1995 6.8 1042 1071 10.4,,,,,,,,,,,,,
6 Goa 105 117 6.8 76 88 5.0 29 37 5.6,,,,,,,,,,,,,
7 Gujarat 1996 2060 3.0 1053 1087 1.6 620 651 3.0,,,,,,,,,,,,,
8 Haryana 5015 5070 17.7 657 657 2.3 197 197 2.1,,,,,,,,,,,,,
9 Himachal Pradesh 475 512 6.5 172 183 2.4 51 52 2.4,,,,,,,,,,,,,
10 Jammu & Kashmir 1137 1157 8.5 457 476 3.4 72 73 1.6,,,,,,,,,,,,,
11 Jharkhand 1741 1760 4.7 472 476 1.3 29 29 0.2,,,,,,,,,,,,,
12 Karnataka 3027 3215 4.6 2687 2844 4.1 2043 2123 10.4,,,,,,,,,,,,,
13 Kerala 297 312 0.8 178 189 0.5 32 32 0.3,,,,,,,,,,,,,
14 Madhya Pradesh 8596 8933 10.6 6725 6998 8.3 4049 4163 13.5,,,,,,,,,,,,,
15 Maharashtra 11443 11903 9.4 10331 10731 8.5 4254 4416 11.2,,,,,,,,,,,,,
16 Manipur 142 157 4.6 11 15 0.4 2 2 0.2,,,,,,,,,,,,,
17 Meghalaya 148 150 4.6 76 76 2.4 14 14 1.4,,,,,,,,,,,,,
18 Mizoram 3 5 0.3 1 3 0.1 0 0 0.0,,,,,,,,,,,,,
19 Nagaland 90 101 4.2 63 72 3.0 36 43 5.4,,,,,,,,,,,,,
20 Odisha 3972 3974 9.1 3673 3675 8.4 2785 2787 19.8,,,,,,,,,,,,,
21 Punjab 1599 1651 5.4 130 139 0.4 59 64 0.7,,,,,,,,,,,,,
22 Rajasthan 5809 5983 7.6 2568 2660 3.4 731 740 2.6,,,,,,,,,,,,,
23 Sikkim 74 90 11.2 71 87 10.8 66 80 33.0,,,,,,,,,,,,,
24 Tamil Nadu 1097 1120 1.5 271 287 0.4 1 1 0.0,,,,,,,,,,,,,
25 Telangana 1810 1813 4.9 1162 1165 3.1 372 372 3.3,,,,,,,,,,,,,
26 Tripura 166 184 4.2 72 79 1.8 20 20 1.6,,,,,,,,,,,,,
27 Uttar Pradesh 21711 23532 9.7 7084 7414 3.2 1784 1794 2.0,,,,,,,,,,,,,
28 Uttarakhand 1177 1212 10.6 357 358 3.2 215 216 5.6,,,,,,,,,,,,,
29 West Bengal 5191 5303 5.4 3365 3465 3.5 588 590 2.0,,,,,,,,,,,,,
TOTAL STATE(S) 99355 103743 7.6 48969 50852 3.8 21073 21554 4.8,,,,,,,,,,,,,
UNION TERRITORIES:,,,,,,,,,,,,,
30 A&N Islands 37 38 9.3 33 34 8.3 14 14 10.0,,,,,,,,,,,,,
31 Chandigarh 209 209 17.9 156 156 13.3 139 139 34.8,,,,,,,,,,,,,
32 D&N Haveli 6 6 1.1 6 6 1.1 6 6 4.6,,,,,,,,,,,,,
33 Daman & Diu 30 31 7.6 29 30 7.3 29 30 32.2,,,,,,,,,,,,,
34 Delhi 6063 6349 31.0 5621 5883 28.7 2545 2666 45.4,,,,,,,,,,,,,
35 Lakshadweep 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
36 Puducherry 34 34 2.3 34 34 2.3 20 20 4.3,,,,,,,,,,,,,
"TOTAL UT(S) 6379 6667 27.0 5879 6143 24.9 2753 2875 40.2
TOTAL ALL INDIA 105734 110410 8.0 54848 56995 4.1 23826 24429 5.3",,,,,,,,,,,,,
"S.
No",State/UT,Offences affecting the Human Body,,,,,,,,,,,
,,Kidnapping and Abduction,,,,,,,,,,,
,,"Kidnapping and Abduction
(Sec.363 IPC)",,,"Kidnapping and Abduction for
the Purpose of Begging
(Sec.363 A)",,,"Kidnapping and Abduction in
order to Murder (Sec.364 IPC)",,,,,
,,B) Other Kidnapping & Abduction,,,,,,,,,,,
,,I,V,R,I,V,R,I,V,R,,,
1,2,138,139,140,141,142,143,144,145,146,,,
STATES:,,,,,,,,,,,,,
1 Andhra Pradesh 613 709 1.2 0 0 0.0 1 1 0.0,,,,,,,,,,,,,
2 Arunachal Pradesh 51 58 3.4 0 0 0.0 1 2 0.1,,,,,,,,,,,,,
3 Assam 1941 2132 5.7 37 37 0.1 29 29 0.1,,,,,,,,,,,,,
4 Bihar 746 747 0.6 0 0 0.0 90 90 0.1,,,,,,,,,,,,,
5 Chhattisgarh 882 924 3.1 0 0 0.0 8 8 0.0,,,,,,,,,,,,,
6 Goa 47 51 3.1 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
7 Gujarat 433 436 0.6 1 1 0.0 3 3 0.0,,,,,,,,,,,,,
8 Haryana 460 460 1.6 2 2 0.0 13 14 0.0,,,,,,,,,,,,,
9 Himachal Pradesh 121 131 1.7 0 0 0.0 6 7 0.1,,,,,,,,,,,,,
10 Jammu & Kashmir 385 403 2.9 0 0 0.0 16 16 0.1,,,,,,,,,,,,,
11 Jharkhand 443 447 1.2 2 2 0.0 35 35 0.1,,,,,,,,,,,,,
12 Karnataka 644 721 1.0 1 1 0.0 1 1 0.0,,,,,,,,,,,,,
13 Kerala 146 157 0.4 2 2 0.0 0 0 0.0,,,,,,,,,,,,,
14 Madhya Pradesh 2676 2835 3.3 13 14 0.0 5 5 0.0,,,,,,,,,,,,,
15 Maharashtra 6077 6315 5.0 3 3 0.0 27 28 0.0,,,,,,,,,,,,,
16 Manipur 9 13 0.3 0 0 0.0 1 1 0.0,,,,,,,,,,,,,
17 Meghalaya 62 62 1.9 0 0 0.0 5 5 0.2,,,,,,,,,,,,,
18 Mizoram 1 3 0.1 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
19 Nagaland 27 29 1.3 0 0 0.0 1 1 0.0,,,,,,,,,,,,,
20 Odisha 888 888 2.0 0 0 0.0 2 2 0.0,,,,,,,,,,,,,
21 Punjab 71 75 0.2 3 4 0.0 6 6 0.0,,,,,,,,,,,,,
22 Rajasthan 1837 1920 2.4 0 0 0.0 12 12 0.0,,,,,,,,,,,,,
23 Sikkim 5 7 0.8 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
24 Tamil Nadu 270 286 0.4 1 1 0.0 7 7 0.0,,,,,,,,,,,,,
25 Telangana 790 793 2.1 2 2 0.0 1 1 0.0,,,,,,,,,,,,,
26 Tripura 52 59 1.3 1 1 0.0 5 5 0.1,,,,,,,,,,,,,
27 Uttar Pradesh 5300 5620 2.4 0 0 0.0 969 1073 0.4,,,,,,,,,,,,,
28 Uttarakhand 142 142 1.3 0 0 0.0 30 30 0.3,,,,,,,,,,,,,
29 West Bengal 2777 2875 2.9 2 2 0.0 27 28 0.0,,,,,,,,,,,,,
TOTAL STATE(S) 27896 29298 2.1 70 72 0.0 1301 1410 0.1,,,,,,,,,,,,,
UNION TERRITORIES:,,,,,,,,,,,,,
30 A&N Islands 19 20 4.8 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
31 Chandigarh 17 17 1.5 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
32 D&N Haveli 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
33 Daman & Diu 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
34 Delhi 3076 3217 15.7 1 1 0.0 0 0 0.0,,,,,,,,,,,,,
35 Lakshadweep 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
36 Puducherry 14 14 0.9 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
"TOTAL UT(S) 3126 3268 13.2 1 1 0.0 0 0 0.0
TOTAL ALL INDIA 31022 32566 2.3 71 73 0.0 1301 1410 0.1",,,,,,,,,,,,,
"S.
No",State/UT,Offences affecting the Human Body,,,,,,,,,,,
,,Kidnapping and Abduction,,,,,,,,,,,
,,"Kidnapping for Ransom
(Sec.364A IPC)",,,"Kidnapping and Abduction of
Women to compel her for
marriage (Sec.366 IPC)",,,"Procuration of Minor Girls
(Sec.366A)",,,,,
,,I,V,R,I,V,R,I,V,R,,,
1,2,147,148,149,150,151,152,153,154,155,,,
STATES:,,,,,,,,,,,,,
1 Andhra Pradesh 19 21 0.0 140 145 0.5 60 60 0.4,,,,,,,,,,,,,
2 Arunachal Pradesh 4 4 0.3 16 18 2.2 10 10 2.1,,,,,,,,,,,,,
3 Assam 74 108 0.2 3411 3435 20.4 1109 1399 9.3,,,,,,,,,,,,,
4 Bihar 46 47 0.0 6671 6722 11.8 0 0 0.0,,,,,,,,,,,,,
5 Chhattisgarh 3 3 0.0 420 420 3.0 1 1 0.0,,,,,,,,,,,,,
6 Goa 1 1 0.1 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
7 Gujarat 36 38 0.1 675 687 2.1 0 0 0.0,,,,,,,,,,,,,
8 Haryana 15 15 0.1 1328 1330 10.0 887 893 9.6,,,,,,,,,,,,,
9 Himachal Pradesh 5 5 0.1 243 267 6.8 1 1 0.0,,,,,,,,,,,,,
10 Jammu & Kashmir 1 1 0.0 508 509 8.0 0 0 0.0,,,,,,,,,,,,,
11 Jharkhand 43 46 0.1 465 475 2.6 352 352 2.7,,,,,,,,,,,,,
12 Karnataka 72 96 0.1 80 80 0.2 69 71 0.4,,,,,,,,,,,,,
13 Kerala 4 4 0.0 35 36 0.2 23 24 0.2,,,,,,,,,,,,,
14 Madhya Pradesh 24 24 0.0 1539 1548 3.9 12 12 0.0,,,,,,,,,,,,,
15 Maharashtra 41 44 0.0 764 766 1.3 63 70 0.2,,,,,,,,,,,,,
16 Manipur 7 8 0.2 68 68 4.4 12 12 1.3,,,,,,,,,,,,,
17,Manipur,5 6 0.2 7 7 0.4 21 21 2.1,,,,,,,,,,,
18 Mizoram 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
19 Nagaland 13 15 0.6 1 1 0.1 0 0 0.0,,,,,,,,,,,,,
20 Odisha 4 4 0.0 131 131 0.6 83 83 0.6,,,,,,,,,,,,,
21 Punjab 5 5 0.0 1209 1238 8.6 0 0 0.0,,,,,,,,,,,,,
22 Rajasthan 24 24 0.0 1234 1242 3.3 24 24 0.1,,,,,,,,,,,,,
23 Sikkim 0 0 0.0 0 0 0.0 1 1 0.5,,,,,,,,,,,,,
24 Tamil Nadu 31 31 0.0 533 534 1.4 148 148 0.7,,,,,,,,,,,,,
25 Telangana 6 6 0.0 311 311 1.7 51 51 0.5,,,,,,,,,,,,,
26 Tripura 5 9 0.1 45 45 2.3 13 13 1.0,,,,,,,,,,,,,
27 Uttar Pradesh 32 34 0.0 12744 14129 11.9 0 0 0.0,,,,,,,,,,,,,
28 Uttarakhand 3 3 0.0 112 115 2.1 4 4 0.1,,,,,,,,,,,,,
29 West Bengal 46 47 0.0 617 617 1.3 92 95 0.3,,,,,,,,,,,,,
TOTAL STATE(S) 569 649 0.0 33307 34876 5.3 3036 3345 0.7,,,,,,,,,,,,,
UNION TERRITORIES:,,,,,,,,,,,,,
30 A&N Islands 0 0 0.0 2 2 1.1 0 0 0.0,,,,,,,,,,,,,
31 Chandigarh 5 5 0.4 35 35 6.6 2 2 0.5,,,,,,,,,,,,,
32 D&N Haveli 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
33 Daman & Diu 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
34 Delhi 19 19 0.1 10 10 0.1 1 1 0.0,,,,,,,,,,,,,
35 Lakshadweep 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
36 Puducherry 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
"TOTAL UT(S) 24 24 0.1 47 47 0.4 3 3 0.0
TOTAL ALL INDIA 593 673 0.0 33354 34923 5.2 3039 3348 0.7",,,,,,,,,,,,,
"S.
No",State/UT,Offences affecting the Human Body,,,,,,,,,,,
,,Kidnapping and Abduction,,,,,,Human Trafficking (U/S 370),,,,,
,,"Importation of Girls from
Foreign Country (Sec.366-B
IPC)",,,"Other Kidnapping & Abduction
(Sec.365, 367, 368, 369)",,,,,,,,
,,I,V,R,I,V,R,I,V,R,,,
1,2,156,157,158,159,160,161,162,163,164,,,
STATES:,,,,,,,,,,,,,
1 Andhra Pradesh 0 0 0.0 140 155 0.3 38 55 0.1,,,,,,,,,,,,,
2 Arunachal Pradesh 0 0 0.0 29 33 1.9 1 1 0.1,,,,,,,,,,,,,
3 Assam 0 0 0.0 1708 1803 5.0 179 231 0.5,,,,,,,,,,,,,
4 Bihar 0 0 0.0 1163 1163 1.0 16 17 0.0,,,,,,,,,,,,,
5 Chhattisgarh 0 0 0.0 87 87 0.3 38 64 0.1,,,,,,,,,,,,,
6 Goa 0 0 0.0 28 28 1.8 39 72 2.5,,,,,,,,,,,,,
7 Gujarat 0 0 0.0 228 244 0.3 5 10 0.0,,,,,,,,,,,,,
8 Haryana 0 0 0.0 2113 2159 7.4 22 22 0.1,,,,,,,,,,,,,
9 Himachal Pradesh 0 0 0.0 48 49 0.7 0 0 0.0,,,,,,,,,,,,,
10 Jammu & Kashmir 0 0 0.0 155 155 1.2 0 0 0.0,,,,,,,,,,,,,
11 Jharkhand 0 0 0.0 372 374 1.0 131 138 0.4,,,,,,,,,,,,,
12 Karnataka 0 0 0.0 117 122 0.2 27 129 0.0,,,,,,,,,,,,,
13 Kerala 0 0 0.0 55 57 0.2 92 108 0.3,,,,,,,,,,,,,
14 Madhya Pradesh 1 1 0.0 277 331 0.3 39 65 0.0,,,,,,,,,,,,,
15 Maharashtra 0 0 0.0 214 261 0.2 243 624 0.2,,,,,,,,,,,,,
16 Manipur 1 6 0.1 42 47 1.4 3 5 0.1,,,,,,,,,,,,,
17 Meghalaya 0 0 0.0 34 35 1.1 1 1 0.0,,,,,,,,,,,,,
18 Mizoram 0 0 0.0 2 2 0.2 2 3 0.2,,,,,,,,,,,,,
19 Nagaland 0 0 0.0 12 12 0.6 0 0 0.0,,,,,,,,,,,,,
20 Odisha 0 0 0.0 79 79 0.2 67 94 0.2,,,,,,,,,,,,,
21 Punjab 0 0 0.0 246 259 0.8 6 6 0.0,,,,,,,,,,,,,
22 Rajasthan 0 0 0.0 1947 2021 2.5 10 12 0.0,,,,,,,,,,,,,
23 Sikkim 0 0 0.0 2 2 0.3 1 1 0.2,,,,,,,,,,,,,
24 Tamil Nadu 0 0 0.0 106 112 0.1 16 17 0.0,,,,,,,,,,,,,
25 Telangana 1 1 0.0 276 276 0.7 167 396 0.5,,,,,,,,,,,,,
26 Tripura 0 0 0.0 25 32 0.6 2 2 0.1,,,,,,,,,,,,,
27 Uttar Pradesh 0 0 0.0 882 882 0.4 16 16 0.0,,,,,,,,,,,,,
28 Uttarakhand 0 0 0.0 671 702 6.1 26 55 0.2,,,,,,,,,,,,,
29 West Bengal 1 1 0.0 1041 1048 1.1 49 67 0.1,,,,,,,,,,,,,
TOTAL STATE(S) 4 9 0.0 12099 12530 0.9 1236 2211 0.1,,,,,,,,,,,,,
UNION TERRITORIES:,,,,,,,,,,,,,
30 A&N Islands 0 0 0.0 2 2 0.5 0 0 0.0,,,,,,,,,,,,,
31 Chandigarh 0 0 0.0 11 11 0.9 0 0 0.0,,,,,,,,,,,,,
32 D&N Haveli 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
33 Daman & Diu 0 0 0.0 1 1 0.3 0 0 0.0,,,,,,,,,,,,,
34 Delhi 0 0 0.0 411 435 2.1 77 619 0.4,,,,,,,,,,,,,
35 Lakshadweep 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
36 Puducherry 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
"TOTAL UT(S) 0 0 0.0 425 449 1.8 77 619 0.3
TOTAL ALL INDIA 4 9 0.0 12524 12979 0.9 1313 2830 0.1",,,,,,,,,,,,,
"S.
No",State/UT,Offences affecting the Human Body,,,,,,,,,,,
,,"Exploitation of Trafficked
Person 370A IPC)",,,"Selling of Minors for
Prostitution (Sec.372 IPC)",,,"Buying of Minors for
Prostitution (Sec.373 IPC)",,,,,
,,I,V,R,I,V,R,I,V,R,,,
1,2,165,166,167,168,169,170,171,172,173,,,
STATES:,,,,,,,,,,,,,
1 Andhra Pradesh 53 74 0.1 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
2 Arunachal Pradesh 1 1 0.1 0 0 0.0 1 1 0.2,,,,,,,,,,,,,
3 Assam 9 9 0.0 8 13 0.1 0 0 0.0,,,,,,,,,,,,,
4 Bihar 1 1 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
5 Chhattisgarh 5 36 0.0 2 2 0.0 1 1 0.0,,,,,,,,,,,,,
6 Goa 11 24 0.7 1 1 0.2 0 0 0.0,,,,,,,,,,,,,
7 Gujarat 6 8 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
8 Haryana 3 3 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
9 Himachal Pradesh 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
10 Jammu & Kashmir 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
11 Jharkhand 2 2 0.0 0 0 0.0 5 5 0.0,,,,,,,,,,,,,
12 Karnataka 4 45 0.0 1 1 0.0 0 0 0.0,,,,,,,,,,,,,
13 Kerala 2 2 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
14 Madhya Pradesh 8 9 0.0 9 15 0.0 1 1 0.0,,,,,,,,,,,,,
15 Maharashtra 42 66 0.0 4 4 0.0 0 0 0.0,,,,,,,,,,,,,
16 Manipur 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
17 Meghalaya 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
18 Mizoram 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
19 Nagaland 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
20 Odisha 1 4 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
21 Punjab 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
22 Rajasthan 4 4 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
23 Sikkim 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
24 Tamil Nadu 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
25 Telangana 30 42 0.1 1 2 0.0 0 0 0.0,,,,,,,,,,,,,
26 Tripura 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
27 Uttar Pradesh 1 2 0.0 3 3 0.0 0 0 0.0,,,,,,,,,,,,,
28 Uttarakhand 0 0 0.0 3 3 0.1 0 0 0.0,,,,,,,,,,,,,
29 West Bengal 7 60 0.0 10 10 0.0 0 0 0.0,,,,,,,,,,,,,
TOTAL STATE(S) 190 392 0.0 42 54 0.0 8 8 0.0,,,,,,,,,,,,,
UNION TERRITORIES:,,,,,,,,,,,,,
30 A&N Islands 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
31 Chandigarh 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
32 D&N Haveli 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
33 Daman & Diu 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
34 Delhi 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
35 Lakshadweep 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
36 Puducherry 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
"TOTAL UT(S) 0 0 0.0 0 0 0.0 0 0 0.0
TOTAL ALL INDIA 190 392 0.0 42 54 0.0 8 8 0.0",,,,,,,,,,,,,
"S.
No",State/UT,Offences affecting the Human Body,,,,,,,,,,,
,,Rape (Sec.376 IPC),,,"Attempt to Commit
Rape (Sec.376/511
IPC)",,,"Unnatural Offences
(Sec.377 IPC)",,,"Offences Affecting the Human
Body (Total)",,
,,I,V,R,I,V,R,I,V,R,I,V,R
1,2,174,175,176,177,178,179,180,181,182,183,184,185
STATES:,,,,,,,,,,,,,
1 Andhra Pradesh 971 973 3.7 191 192 0.7 9 10 0.0 41543 46286 79.8,,,,,,,,,,,,,
2 Arunachal Pradesh 67 70 9.3 11 12 1.5 0 0 0.0 961 1030 64.4,,,,,,,,,,,,,
3 Assam 1648 1767 9.9 527 527 3.2 7 7 0.0 43503 44887 127.8,,,,,,,,,,,,,
4 Bihar 651 651 1.1 110 110 0.2 15 15 0.0 130429 137659 110.2,,,,,,,,,,,,,
5 Chhattisgarh 2091 2101 14.7 27 27 0.2 16 16 0.1 28721 31130 100.9,,,,,,,,,,,,,
6 Goa 61 61 8.0 0 0 0.0 5 5 0.3 1016 1206 66.2,,,,,,,,,,,,,
7 Gujarat 553 553 1.7 4 4 0.0 18 15 0.0 24479 26954 36.4,,,,,,,,,,,,,
8 Haryana 1296 1296 9.7 176 176 1.3 80 83 0.3 29148 29965 102.6,,,,,,,,,,,,,
9 Himachal Pradesh 344 349 9.6 11 11 0.3 19 19 0.3 6062 6382 83.4,,,,,,,,,,,,,
10 Jammu & Kashmir 320 328 5.0 23 23 0.4 23 23 0.2 9119 9310 67.9,,,,,,,,,,,,,
11 Jharkhand 1090 1098 6.0 251 255 1.4 7 7 0.0 20287 21068 54.8,,,,,,,,,,,,,
12 Karnataka 492 497 1.5 10 10 0.0 4 4 0.0 43303 48425 66.2,,,,,,,,,,,,,
13 Kerala 1945 1972 10.7 58 58 0.3 249 252 0.7 34630 36790 98.9,,,,,,,,,,,,,
14 Madhya Pradesh 5433 5450 13.8 73 73 0.2 137 138 0.2 112136 117496 137.6,,,,,,,,,,,,,
15 Maharashtra 2142 2149 3.7 4 4 0.0 142 151 0.1 89311 93148 73.6,,,,,,,,,,,,,
16 Manipur 52 52 3.4 6 6 0.4 5 5 0.2 753 810 24.4,,,,,,,,,,,,,
