0,1,2,3,4,5,6,7,8,9,10,11,12,13
"S.
No",State/UT,Offences affecting the Human Body,,,,,,,,,,,
,,Murder (Sec.302 IPC),,,"Culpable Homicide not
amounting to Murder
(Sec.304 IPC)",,,Causing Death by Negligence,,,,,
,,,,,,,,"Causing Death by Negligence
(Sec.304-A IPC) (Total)",,,,,
8 Haryana 1945 1948 6.8 1575 1605 5.5 938 942 3.3,,,,,,,,,,,,,
9 Himachal Pradesh 2386 2395 32.8 213 216 2.9 173 173 2.4,,,,,,,,,,,,,
10 Jammu & Kashmir 2235 2348 16.6 48 48 0.4 438 450 3.3,,,,,,,,,,,,,
11 Jharkhand 4850 5136 13.1 206 206 0.6 47 47 0.1,,,,,,,,,,,,,
12 Karnataka 4558 5425 7.0 10137 11774 15.5 1085 1249 1.7,,,,,,,,,,,,,
13 Kerala 8011 8761 22.9 8598 9068 24.6 823 895 2.4,,,,,,,,,,,,,
14 Madhya Pradesh 43133 45004 52.9 16666 17680 20.5 1405 1434 1.7,,,,,,,,,,,,,
15 Maharashtra 818 855 0.7 29732 30957 24.5 3623 3674 3.0,,,,,,,,,,,,,
16 Manipur 0 0 0.0 2 2 0.1 6 6 0.2,,,,,,,,,,,,,
17 Meghalaya 26 28 0.8 23 30 0.7 16 16 0.5,,,,,,,,,,,,,
18 Mizoram 35 43 3.0 13 15 1.1 0 0 0.0,,,,,,,,,,,,,
19 Nagaland 11 16 0.5 5 7 0.2 2 2 0.1,,,,,,,,,,,,,
20 Odisha 7649 7959 17.6 194 198 0.4 33 33 0.1,,,,,,,,,,,,,
21 Punjab 1636 1660 5.5 2077 2135 7.0 435 442 1.5,,,,,,,,,,,,,
22 Rajasthan 21452 22075 28.0 1004 1024 1.3 1372 1427 1.8,,,,,,,,,,,,,
23 Sikkim 15 16 2.3 23 34 3.5 5 6 0.8,,,,,,,,,,,,,
24 Tamil Nadu 19136 19732 25.4 15960 16486 21.2 1500 1517 2.0,,,,,,,,,,,,,
25 Telangana 717 723 1.9 15636 16597 42.2 629 641 1.7,,,,,,,,,,,,,
26 Tripura 197 225 5.0 57 82 1.4 19 21 0.5,,,,,,,,,,,,,
27 Uttar Pradesh 19831 20639 8.9 11070 11959 5.0 3085 3162 1.4,,,,,,,,,,,,,
28 Uttarakhand 393 393 3.6 172 175 1.6 26 27 0.2,,,,,,,,,,,,,
29 West Bengal 8269 9304 8.6 2976 3116 3.1 250 253 0.3,,,,,,,,,,,,,
TOTAL STATE(S) 240409 253793 18.5 156750 167246 12.1 18284 18848 1.4,,,,,,,,,,,,,
UNION TERRITORIES:,,,,,,,,,,,,,
30 A&N Islands 13 15 3.3 13 14 3.3 14 14 3.5,,,,,,,,,,,,,
31 Chandigarh 25 25 2.1 33 33 2.8 21 21 1.8,,,,,,,,,,,,,
32 D&N Haveli 0 0 0.0 3 3 0.6 0 0 0.0,,,,,,,,,,,,,
33 Daman & Diu 4 7 1.0 5 6 1.3 2 2 0.5,,,,,,,,,,,,,
34 Delhi 2821 2895 14.4 1031 1069 5.3 275 283 1.4,,,,,,,,,,,,,
35 Lakshadweep 11 11 16.4 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
36 Puducherry 562 562 37.9 64 64 4.3 12 12 0.8,,,,,,,,,,,,,
"TOTAL UT(S) 3436 3515 14.6 1149 1189 4.9 324 332 1.4
TOTAL ALL INDIA 243845 257308 18.4 157899 168435 11.9 18608 19180 1.4",,,,,,,,,,,,,
"S.
No",State/UT,Offences affecting the Human Body,,,,,,,,,,,
,,Hurt,,,,,,,,,,,
,,Simple Hurt,,,,,,Grievous Hurt,,,,,
,,"D) Causing Hurt by act
endangering life/safety of others
(Sec.336/337)",,,"E) Other Simple Hurt (Sec.327,
328, 330 & 334)",,,Grievous Hurt (Total),,,,,
,,I,V,R,I,V,R,I,V,R,,,
1,2,66,67,68,69,70,71,72,73,74,,,
STATES:,,,,,,,,,,,,,
1 Andhra Pradesh 3409 3536 6.6 23 23 0.0 1482 1876 2.8,,,,,,,,,,,,,
2 Arunachal Pradesh 5 6 0.3 28 28 1.9 183 184 12.3,,,,,,,,,,,,,
3 Assam 832 832 2.4 1120 1120 3.3 11954 12079 35.1,,,,,,,,,,,,,
4 Bihar 224 226 0.2 295 307 0.2 9079 9665 7.7,,,,,,,,,,,,,
5 Chhattisgarh 790 838 2.8 127 127 0.4 861 1073 3.0,,,,,,,,,,,,,
6 Goa 26 27 1.7 2 2 0.1 92 113 6.0,,,,,,,,,,,,,
7 Gujarat 431 452 0.6 55 55 0.1 2333 2512 3.5,,,,,,,,,,,,,
8 Haryana 75 75 0.3 68 68 0.2 1505 1522 5.3,,,,,,,,,,,,,
9 Himachal Pradesh 116 116 1.6 1 1 0.0 345 347 4.7,,,,,,,,,,,,,
10 Jammu & Kashmir 210 226 1.6 1 1 0.0 111 135 0.8,,,,,,,,,,,,,
11 Jharkhand 1 1 0.0 960 960 2.6 1948 2248 5.3,,,,,,,,,,,,,
12 Karnataka 83 83 0.1 27 30 0.0 2444 2674 3.7,,,,,,,,,,,,,
13 Kerala 75 100 0.2 545 555 1.6 2035 2254 5.8,,,,,,,,,,,,,
14 Madhya Pradesh 2266 2562 2.8 2117 2156 2.6 4976 5278 6.1,,,,,,,,,,,,,
15 Maharashtra 795 808 0.7 377 380 0.3 7185 7462 5.9,,,,,,,,,,,,,
16 Manipur 0 0 0.0 0 0 0.0 158 166 5.1,,,,,,,,,,,,,
17 Meghalaya 1 1 0.0 0 0 0.0 101 110 3.2,,,,,,,,,,,,,
18 Mizoram 1 3 0.1 0 0 0.0 46 49 3.9,,,,,,,,,,,,,
19 Nagaland 0 0 0.0 1 1 0.0 25 27 1.2,,,,,,,,,,,,,
20 Odisha 24 24 0.1 1 1 0.0 519 541 1.2,,,,,,,,,,,,,
21 Punjab 147 148 0.5 13 13 0.0 1580 1646 5.3,,,,,,,,,,,,,
22 Rajasthan 261 405 0.3 97 97 0.1 1254 1428 1.6,,,,,,,,,,,,,
23 Sikkim 1 4 0.2 0 0 0.0 35 38 5.3,,,,,,,,,,,,,
24 Tamil Nadu 637 640 0.8 159 159 0.2 892 950 1.2,,,,,,,,,,,,,
25 Telangana 2061 2116 5.6 8 8 0.0 1127 1232 3.0,,,,,,,,,,,,,
26 Tripura 0 0 0.0 0 0 0.0 1413 1538 35.7,,,,,,,,,,,,,
27 Uttar Pradesh 1778 1928 0.8 4775 4908 2.1 11639 12030 5.2,,,,,,,,,,,,,
28 Uttarakhand 9 9 0.1 3 3 0.0 147 148 1.3,,,,,,,,,,,,,
29 West Bengal 24 24 0.0 22 22 0.0 17969 21688 18.6,,,,,,,,,,,,,
TOTAL STATE(S) 14282 15190 1.1 10825 11025 0.8 83438 91013 6.4,,,,,,,,,,,,,
UNION TERRITORIES:,,,,,,,,,,,,,
30 A&N Islands 9 9 2.3 0 0 0.0 34 36 8.6,,,,,,,,,,,,,
31 Chandigarh 3 3 0.3 0 0 0.0 24 24 2.1,,,,,,,,,,,,,
32 D&N Haveli 0 0 0.0 0 0 0.0 9 9 1.7,,,,,,,,,,,,,
33 Daman & Diu 0 0 0.0 0 0 0.0 7 9 1.8,,,,,,,,,,,,,
34 Delhi 345 345 1.8 97 98 0.5 545 588 2.8,,,,,,,,,,,,,
35 Lakshadweep 0 0 0.0 0 0 0.0 1 1 1.5,,,,,,,,,,,,,
36 Puducherry 88 88 5.9 0 0 0.0 17 17 1.1,,,,,,,,,,,,,
"TOTAL UT(S) 445 445 1.9 97 98 0.4 637 684 2.7
TOTAL ALL INDIA 14727 15635 1.1 10922 11123 0.8 84075 91697 6.4",,,,,,,,,,,,,
"S.
No",State/UT,Offences affecting the Human Body,,,,,,,,,,,
,,Hurt,,,,,,,,,,,
,,Grievous Hurt,,,,,,,,,,,
,,"A) Voluntarily causing grievous
hurt (Sec.325 IPC)",,,"B) Voluntarily causing grievous
hurt by dangerous weapons or
means (Sec.326 IPC)",,,C) Acid Attack (Sec.326A IPC),,,,,
,,I,V,R,I,V,R,I,V,R,,,
1,2,75,76,77,78,79,80,81,82,83,,,
STATES:,,,,,,,,,,,,,
1 Andhra Pradesh 192 258 0.4 530 598 1.0 7 9 0.0,,,,,,,,,,,,,
2 Arunachal Pradesh 102 103 6.8 64 64 4.3 0 0 0.0,,,,,,,,,,,,,
3 Assam 6825 6928 20.0 4105 4106 12.1 7 7 0.0,,,,,,,,,,,,,
4 Bihar 7467 8019 6.3 1068 1102 0.9 12 12 0.0,,,,,,,,,,,,,
5 Chhattisgarh 716 919 2.5 72 74 0.3 1 1 0.0,,,,,,,,,,,,,
6 Goa 41 46 2.7 37 53 2.4 1 1 0.1,,,,,,,,,,,,,
7 Gujarat 1778 1916 2.6 490 526 0.7 9 10 0.0,,,,,,,,,,,,,
8 Haryana 1364 1381 4.8 74 74 0.3 5 5 0.0,,,,,,,,,,,,,
9 Himachal Pradesh 328 330 4.5 3 3 0.0 0 0 0.0,,,,,,,,,,,,,
10 Jammu & Kashmir 44 45 0.3 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
11 Jharkhand 1400 1569 3.8 345 476 0.9 0 0 0.0,,,,,,,,,,,,,
12 Karnataka 187 227 0.3 1098 1245 1.7 7 8 0.0,,,,,,,,,,,,,
13 Kerala 582 719 1.7 1268 1343 3.6 8 8 0.0,,,,,,,,,,,,,
14 Madhya Pradesh 4073 4307 5.0 499 552 0.6 9 9 0.0,,,,,,,,,,,,,
15 Maharashtra 3151 3285 2.6 3701 3838 3.0 7 7 0.0,,,,,,,,,,,,,
16 Manipur 111 117 3.6 44 44 1.4 1 1 0.0,,,,,,,,,,,,,
17 Meghalaya 45 45 1.4 52 61 1.6 0 0 0.0,,,,,,,,,,,,,
18 Mizoram 28 30 2.4 17 18 1.4 0 0 0.0,,,,,,,,,,,,,
19 Nagaland 7 7 0.3 3 5 0.1 0 0 0.0,,,,,,,,,,,,,
20 Odisha 440 451 1.0 66 77 0.2 13 13 0.0,,,,,,,,,,,,,
21 Punjab 1015 1055 3.4 431 456 1.5 12 13 0.0,,,,,,,,,,,,,
22 Rajasthan 1019 1182 1.3 53 53 0.1 8 8 0.0,,,,,,,,,,,,,
23 Sikkim 14 17 2.1 15 15 2.3 0 0 0.0,,,,,,,,,,,,,
24 Tamil Nadu 313 340 0.4 415 446 0.5 7 7 0.0,,,,,,,,,,,,,
25 Telangana 467 492 1.3 522 598 1.4 10 10 0.0,,,,,,,,,,,,,
26 Tripura 1034 1129 26.1 371 401 9.4 2 2 0.1,,,,,,,,,,,,,
27 Uttar Pradesh 10056 10374 4.5 561 603 0.3 40 43 0.0,,,,,,,,,,,,,
28 Uttarakhand 114 114 1.0 7 7 0.1 1 2 0.0,,,,,,,,,,,,,
29 West Bengal 12852 15799 13.3 5030 5795 5.2 50 53 0.1,,,,,,,,,,,,,
TOTAL STATE(S) 55765 61204 4.3 20941 22633 1.6 217 229 0.0,,,,,,,,,,,,,
UNION TERRITORIES:,,,,,,,,,,,,,
30 A&N Islands 23 25 5.8 5 5 1.3 0 0 0.0,,,,,,,,,,,,,
31 Chandigarh 22 22 1.9 1 1 0.1 0 0 0.0,,,,,,,,,,,,,
32 D&N Haveli 5 5 1.0 3 3 0.6 0 0 0.0,,,,,,,,,,,,,
33 Daman & Diu 6 7 1.5 1 2 0.3 0 0 0.0,,,,,,,,,,,,,
34 Delhi 341 382 1.7 136 137 0.7 11 11 0.1,,,,,,,,,,,,,
35 Lakshadweep 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
36 Puducherry 17 17 1.1 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
"TOTAL UT(S) 414 458 1.8 146 148 0.6 11 11 0.0
TOTAL ALL INDIA 56179 61662 4.2 21087 22781 1.6 228 240 0.0",,,,,,,,,,,,,
"S.
No",State/UT,Offences affecting the Human Body,,,,,,,,,,,
,,Hurt,,,,,,,,,,,
,,Grievous Hurt,,,,,,,,,,,
,,"D) Attempt to Acid Attack
(Sec.326B IPC)",,,"E) Voluntarily Causing Grievous
hurt/Force to deter public servant
from his duty (Sec.333/353 IPC)",,,"F) Causing Grievous Hurt by act
endangering life/safety of others
(Sec.338 IPC)",,,,,
,,I,V,R,I,V,R,I,V,R,,,
1,2,84,85,86,87,88,89,90,91,92,,,
STATES:,,,,,,,,,,,,,
1 Andhra Pradesh 3 3 0.0 74 87 0.1 675 920 1.3,,,,,,,,,,,,,
2 Arunachal Pradesh 0 0 0.0 7 7 0.5 1 1 0.1,,,,,,,,,,,,,
3 Assam 2 2 0.0 241 241 0.7 311 330 0.9,,,,,,,,,,,,,
4 Bihar 0 0 0.0 76 76 0.1 74 74 0.1,,,,,,,,,,,,,
5 Chhattisgarh 0 0 0.0 64 71 0.2 7 7 0.0,,,,,,,,,,,,,
6 Goa 0 0 0.0 12 12 0.8 1 1 0.1,,,,,,,,,,,,,
7 Gujarat 3 4 0.0 15 15 0.0 38 41 0.1,,,,,,,,,,,,,
8 Haryana 4 4 0.0 1 1 0.0 57 57 0.2,,,,,,,,,,,,,
9 Himachal Pradesh 0 0 0.0 13 13 0.2 1 1 0.0,,,,,,,,,,,,,
10 Jammu & Kashmir 0 0 0.0 36 37 0.3 31 53 0.2,,,,,,,,,,,,,
11 Jharkhand 1 1 0.0 40 40 0.1 8 8 0.0,,,,,,,,,,,,,
12 Karnataka 0 0 0.0 358 381 0.5 793 812 1.2,,,,,,,,,,,,,
13 Kerala 1 1 0.0 53 56 0.2 122 126 0.3,,,,,,,,,,,,,
14 Madhya Pradesh 2 2 0.0 52 53 0.1 330 344 0.4,,,,,,,,,,,,,
15 Maharashtra 0 0 0.0 147 147 0.1 178 184 0.1,,,,,,,,,,,,,
16 Manipur 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
17 Meghalaya 0 0 0.0 3 3 0.1 1 1 0.0,,,,,,,,,,,,,
18 Mizoram 0 0 0.0 1 1 0.1 0 0 0.0,,,,,,,,,,,,,
19 Nagaland 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
20 Odisha 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
21 Punjab 3 3 0.0 58 58 0.2 61 61 0.2,,,,,,,,,,,,,
22 Rajasthan 2 2 0.0 53 53 0.1 118 128 0.2,,,,,,,,,,,,,
23 Sikkim 0 0 0.0 2 2 0.3 4 4 0.6,,,,,,,,,,,,,
24 Tamil Nadu 5 5 0.0 86 86 0.1 65 65 0.1,,,,,,,,,,,,,
25 Telangana 5 5 0.0 23 23 0.1 95 99 0.3,,,,,,,,,,,,,
26 Tripura 0 0 0.0 6 6 0.2 0 0 0.0,,,,,,,,,,,,,
27 Uttar Pradesh 4 6 0.0 407 428 0.2 484 489 0.2,,,,,,,,,,,,,
28 Uttarakhand 0 0 0.0 8 8 0.1 12 12 0.1,,,,,,,,,,,,,
29 West Bengal 12 14 0.0 4 6 0.0 19 19 0.0,,,,,,,,,,,,,
TOTAL STATE(S) 47 52 0.0 1840 1911 0.1 3486 3837 0.3,,,,,,,,,,,,,
UNION TERRITORIES:,,,,,,,,,,,,,
30 A&N Islands 0 0 0.0 1 1 0.3 5 5 1.3,,,,,,,,,,,,,
31 Chandigarh 1 1 0.1 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
32 D&N Haveli 0 0 0.0 0 0 0.0 1 1 0.2,,,,,,,,,,,,,
33 Daman & Diu 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
34 Delhi 11 11 0.1 7 8 0.0 39 39 0.2,,,,,,,,,,,,,
35 Lakshadweep 0 0 0.0 1 1 1.5 0 0 0.0,,,,,,,,,,,,,
36 Puducherry 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
"TOTAL UT(S) 12 12 0.1 9 10 0.0 45 45 0.2
TOTAL ALL INDIA 59 64 0.0 1849 1921 0.1 3531 3882 0.3",,,,,,,,,,,,,
"S.
No",State/UT,Offences affecting the Human Body,,,,,,,,,,,
,,Hurt,,,"Wrongful
Restraint/Confinement
(Sec.341 to 348 IPC)",,,"Assault on Women with Intent to
Outrage her Modesty",,,,,
,,Grievous Hurt,,,,,,"Assault on Women with Intent
to Outrage her Modesty
(Sec.354 IPC) (Total)",,,,,
,,"G) Other Grievous Hurt (Sec.329,
331 & 335)",,,,,,,,,,,
,,I,V,R,I,V,R,I,V,R,,,
1,2,93,94,95,96,97,98,99,100,101,,,
STATES:,,,,,,,,,,,,,
1 Andhra Pradesh 1 1 0.0 1193 1228 2.3 4445 4485 17.1,,,,,,,,,,,,,
2 Arunachal Pradesh 9 9 0.6 0 0 0.0 103 104 14.3,,,,,,,,,,,,,
3 Assam 463 465 1.4 1768 1769 5.2 4180 4204 25.0,,,,,,,,,,,,,
4 Bihar 382 382 0.3 599 669 0.5 262 262 0.5,,,,,,,,,,,,,
5 Chhattisgarh 1 1 0.0 325 325 1.1 1854 1864 13.1,,,,,,,,,,,,,
6 Goa 0 0 0.0 32 37 2.1 125 128 16.4,,,,,,,,,,,,,
7 Gujarat 0 0 0.0 64 64 0.1 1208 1213 3.8,,,,,,,,,,,,,
8 Haryana 0 0 0.0 5177 5252 18.2 2671 2676 20.0,,,,,,,,,,,,,
9 Himachal Pradesh 0 0 0.0 455 455 6.3 513 515 14.3,,,,,,,,,,,,,
10 Jammu & Kashmir 0 0 0.0 1155 1174 8.6 1597 1611 25.1,,,,,,,,,,,,,
11 Jharkhand 154 154 0.4 85 85 0.2 1378 1384 7.6,,,,,,,,,,,,,
12 Karnataka 1 1 0.0 420 456 0.6 5204 5342 16.1,,,,,,,,,,,,,
13 Kerala 1 1 0.0 435 466 1.2 4544 4618 25.0,,,,,,,,,,,,,
14 Madhya Pradesh 11 11 0.0 1907 1937 2.3 8790 8795 22.3,,,,,,,,,,,,,
15 Maharashtra 1 1 0.0 1056 1070 0.9 10835 10871 18.6,,,,,,,,,,,,,
16 Manipur 2 4 0.1 0 0 0.0 56 56 3.7,,,,,,,,,,,,,
17 Meghalaya 0 0 0.0 12 12 0.4 95 98 5.9,,,,,,,,,,,,,
18 Mizoram 0 0 0.0 8 8 0.7 67 68 11.4,,,,,,,,,,,,,
19 Nagaland 15 15 0.7 0 0 0.0 10 10 1.0,,,,,,,,,,,,,
20 Odisha 0 0 0.0 84 87 0.2 9973 9975 44.9,,,,,,,,,,,,,
21 Punjab 0 0 0.0 87 89 0.3 956 967 6.8,,,,,,,,,,,,,
22 Rajasthan 1 2 0.0 1483 1506 1.9 5249 5283 14.1,,,,,,,,,,,,,
23 Sikkim 0 0 0.0 1 1 0.2 23 23 7.4,,,,,,,,,,,,,
24 Tamil Nadu 1 1 0.0 734 736 1.0 814 815 2.2,,,,,,,,,,,,,
25 Telangana 5 5 0.0 939 970 2.5 4567 4648 24.8,,,,,,,,,,,,,
26 Tripura 0 0 0.0 5 6 0.1 165 167 8.5,,,,,,,,,,,,,
27 Uttar Pradesh 87 87 0.0 265 301 0.1 12555 12977 11.8,,,,,,,,,,,,,
28 Uttarakhand 5 5 0.0 0 0 0.0 548 548 10.1,,,,,,,,,,,,,
29 West Bengal 2 2 0.0 933 999 1.0 3399 3416 7.2,,,,,,,,,,,,,
TOTAL STATE(S) 1142 1147 0.1 19222 19702 1.5 86186 87123 13.6,,,,,,,,,,,,,
UNION TERRITORIES:,,,,,,,,,,,,,
30 A&N Islands 0 0 0.0 6 6 1.5 35 36 18.4,,,,,,,,,,,,,
31 Chandigarh 0 0 0.0 0 0 0.0 100 100 18.9,,,,,,,,,,,,,
32 D&N Haveli 0 0 0.0 0 0 0.0 6 6 2.7,,,,,,,,,,,,,
33 Daman & Diu 0 0 0.0 3 3 0.8 5 5 3.8,,,,,,,,,,,,,
34 Delhi 0 0 0.0 72 75 0.4 2705 2721 29.7,,,,,,,,,,,,,
35 Lakshadweep 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
36 Puducherry 0 0 0.0 0 0 0.0 60 60 7.8,,,,,,,,,,,,,
"TOTAL UT(S) 0 0 0.0 81 84 0.3 2911 2928 26.5
TOTAL ALL INDIA 1142 1147 0.1 19303 19786 1.5 89097 90051 13.8",,,,,,,,,,,,,
"S.
No",State/UT,Offences affecting the Human Body,,,,,,,,,,,
,,Assault on Women with Intent to Outrage her Modesty,,,,,,,,,,,
,,"Assault on Women
(Sec.354 IPC)",,,Sexual Harassment,,,,,,,,
,,,,,"Sexual Harassment (Sec.354A IPC)
(Total)",,,a) at Work or Office Premises,,,,,
,,I,V,R,I,V,R,I,V,R,,,
1,2,102,103,104,105,106,107,108,109,110,,,
STATES:,,,,,,,,,,,,,
1 Andhra Pradesh 2327 2347 9.0 945 960 3.6 9 9 0.0,,,,,,,,,,,,,
2 Arunachal Pradesh 78 78 10.8 18 19 2.5 0 0 0.0,,,,,,,,,,,,,
3 Assam 2149 2173 12.9 811 811 4.9 0 0 0.0,,,,,,,,,,,,,
4 Bihar 106 106 0.2 113 113 0.2 0 0 0.0,,,,,,,,,,,,,
5 Chhattisgarh 1311 1313 9.2 318 326 2.2 0 0 0.0,,,,,,,,,,,,,
6 Goa 63 65 8.3 35 35 4.6 2 2 0.3,,,,,,,,,,,,,
7 Gujarat 650 655 2.0 360 360 1.1 8 8 0.0,,,,,,,,,,,,,
8 Haryana 685 686 5.1 1029 1032 7.7 20 20 0.2,,,,,,,,,,,,,
9 Himachal Pradesh 194 194 5.4 167 168 4.7 3 3 0.1,,,,,,,,,,,,,
10 Jammu & Kashmir 1499 1512 23.6 33 34 0.5 1 1 0.0,,,,,,,,,,,,,
11 Jharkhand 936 942 5.2 166 166 0.9 30 30 0.2,,,,,,,,,,,,,
12 Karnataka 3395 3493 10.5 640 649 2.0 89 89 0.3,,,,,,,,,,,,,
13 Kerala 3164 3224 17.4 913 922 5.0 29 29 0.2,,,,,,,,,,,,,
14 Madhya Pradesh 4693 4696 11.9 2575 2576 6.5 11 11 0.0,,,,,,,,,,,,,
15 Maharashtra 4829 4833 8.3 3195 3216 5.5 75 75 0.1,,,,,,,,,,,,,
16 Manipur 34 34 2.2 8 8 0.5 0 0 0.0,,,,,,,,,,,,,
17 Meghalaya 62 65 3.9 25 25 1.6 5 5 0.3,,,,,,,,,,,,,
18 Mizoram 30 30 5.1 25 25 4.2 5 5 0.8,,,,,,,,,,,,,
19 Nagaland 4 4 0.4 6 6 0.6 0 0 0.0,,,,,,,,,,,,,
20 Odisha 5829 5829 26.2 1241 1241 5.6 0 0 0.0,,,,,,,,,,,,,
21 Punjab 447 452 3.2 262 262 1.9 2 2 0.0,,,,,,,,,,,,,
22 Rajasthan 4053 4086 10.9 567 567 1.5 17 17 0.0,,,,,,,,,,,,,
23 Sikkim 14 14 4.5 5 5 1.6 2 2 0.6,,,,,,,,,,,,,
24 Tamil Nadu 672 673 1.8 65 65 0.2 5 5 0.0,,,,,,,,,,,,,
25 Telangana 2212 2285 12.0 639 645 3.5 25 25 0.1,,,,,,,,,,,,,
26 Tripura 101 103 5.2 16 16 0.8 0 0 0.0,,,,,,,,,,,,,
27 Uttar Pradesh 4214 4374 4.0 5696 5916 5.3 22 22 0.0,,,,,,,,,,,,,
28 Uttarakhand 496 496 9.2 26 26 0.5 0 0 0.0,,,,,,,,,,,,,
29 West Bengal 1837 1847 3.9 419 421 0.9 1 1 0.0,,,,,,,,,,,,,
TOTAL STATE(S) 46084 46609 7.3 20318 20615 3.2 361 361 0.1,,,,,,,,,,,,,
UNION TERRITORIES:,,,,,,,,,,,,,
30 A&N Islands 20 20 10.5 12 13 6.3 3 4 1.6,,,,,,,,,,,,,
31 Chandigarh 30 30 5.7 26 26 4.9 8 8 1.5,,,,,,,,,,,,,
32 D&N Haveli 6 6 2.7 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
33 Daman & Diu 4 4 3.1 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
34 Delhi 1151 1163 12.6 606 606 6.6 29 29 0.3,,,,,,,,,,,,,
35 Lakshadweep 0 0 0.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
36 Puducherry 60 60 7.8 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
"TOTAL UT(S) 1271 1283 11.6 644 645 5.9 40 41 0.4
TOTAL ALL INDIA 47355 47892 7.4 20962 21260 3.3 401 402 0.1",,,,,,,,,,,,,
"S.
No",State/UT,Offences affecting the Human Body,,,,,,,,,,,
,,Assault on Women with Intent to Outrage her Modesty,,,,,,,,,,,
,,Sexual Harassment,,,,,,,,,,,
,,b) In Public Transport System,,,"c) In Shelter Homes for women
and Children",,,d) Other Places,,,,,
,,I,V,R,I,V,R,I,V,R,,,
1,2,111,112,113,114,115,116,117,118,119,,,
STATES:,,,,,,,,,,,,,
1 Andhra Pradesh 6 7 0.0 49 62 0.2 881 882 3.4,,,,,,,,,,,,,
2 Arunachal Pradesh 1 1 0.1 0 0 0.0 17 18 2.4,,,,,,,,,,,,,
3 Assam 0 0 0.0 0 0 0.0 811 811 4.9,,,,,,,,,,,,,
4 Bihar 22 22 0.0 0 0 0.0 91 91 0.2,,,,,,,,,,,,,
5 Chhattisgarh 0 0 0.0 0 0 0.0 318 326 2.2,,,,,,,,,,,,,
6 Goa 1 1 0.1 0 0 0.0 32 32 4.2,,,,,,,,,,,,,
7 Gujarat 8 8 0.0 21 21 0.1 323 323 1.0,,,,,,,,,,,,,
8 Haryana 6 6 0.0 49 49 0.4 954 957 7.2,,,,,,,,,,,,,
9 Himachal Pradesh 1 1 0.0 0 0 0.0 163 164 4.6,,,,,,,,,,,,,
10 Jammu & Kashmir 0 0 0.0 0 0 0.0 32 33 0.5,,,,,,,,,,,,,
11 Jharkhand 9 9 0.0 29 29 0.2 98 98 0.5,,,,,,,,,,,,,
12 Karnataka 64 67 0.2 25 25 0.1 462 468 1.4,,,,,,,,,,,,,
13 Kerala 45 45 0.2 7 7 0.0 832 841 4.6,,,,,,,,,,,,,
14 Madhya Pradesh 60 60 0.2 61 61 0.2 2443 2444 6.2,,,,,,,,,,,,,
15 Maharashtra 159 159 0.3 161 161 0.3 2800 2821 4.8,,,,,,,,,,,,,
16 Manipur 0 0 0.0 1 1 0.1 7 7 0.5,,,,,,,,,,,,,
17 Meghalaya 1 1 0.1 1 1 0.1 18 18 1.1,,,,,,,,,,,,,
18 Mizoram 1 1 0.2 1 1 0.2 18 18 3.1,,,,,,,,,,,,,
19 Nagaland 0 0 0.0 0 0 0.0 6 6 0.6,,,,,,,,,,,,,
20 Odisha 0 0 0.0 0 0 0.0 1241 1241 5.6,,,,,,,,,,,,,
21 Punjab 1 1 0.0 5 5 0.0 254 254 1.8,,,,,,,,,,,,,
22 Rajasthan 3 3 0.0 0 0 0.0 547 547 1.5,,,,,,,,,,,,,
23 Sikkim 3 3 1.0 0 0 0.0 0 0 0.0,,,,,,,,,,,,,
24 Tamil Nadu 2 2 0.0 0 0 0.0 58 58 0.2,,,,,,,,,,,,,
25 Telangana 6 6 0.0 0 0 0.0 608 614 3.3,,,,,,,,,,,,,
26 Tripura 1 1 0.1 6 6 0.3 9 9 0.5,,,,,,,,,,,,,
27 Uttar Pradesh 299 314 0.3 288 326 0.3 5087 5254 4.8,,,,,,,,,,,,,
28 Uttarakhand 0 0 0.0 2 2 0.0 24 24 0.4,,,,,,,,,,,,,
29 West Bengal 0 0 0.0 0 0 0.0 418 420 0.9,,,,,,,,,,,,,
TOTAL STATE(S) 699 718 0.1 706 757 0.1 18552 18779 2.9,,,,,,,,,,,,,
UNION TERRITORIES:,,,,,,,,,,,,,
30 A&N Islands 0 0 0.0 0 0 0.0 9 9 4.7,,,,,,,,,,,,,
31 Chandigarh 13 13 2.5 0 0 0.0 5 5 0.9,,,,,,,,,,,,,
